ID,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,UTILIZATION
0feef2b0-3e36-4fb2-8eea-a8f9d8c6bfcd,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,3157854121,1361
f6a101cd-4b43-4834-b9b0-2a82ae2d89e3,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,9143685000,4409
61bb792a-e944-47a8-8e28-2eb8490ad23f,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,9146661200,7043
68782220-d8d3-4261-973a-01c24067d1ad,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,7165145700,3087
95182021-8c1f-49c8-9044-cbc56d67116f,WESTFIELD MEMORIAL HOSPITAL  INC,189 EAST MAIN STREET,WESTFIELD,NY,14787,7163264921,641
1c3440e4-0d69-49fe-b3a3-c2cb765f9c0f,NYU WINTHROP HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,5166630333,2951
baedb501-323a-41df-b938-38ee7ba0d6ff,CORTLAND REGIONAL MEDICAL CENTER  INC,134 HOMER AVENUE,CORTLAND,NY,13045,6077563500,2705
94eb8a6e-e1b4-4ff8-83eb-d5e4934fd142,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,5182713300,7905
b844b216-8b19-4fc7-962a-e807c521ac75,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,5166747300,571
67919628-a40a-4584-86f8-2b5beb540b96,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,9146325000,3158
4b31eb89-3f5f-4314-b610-8a2da6ef12a6,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,6314731320,360
b965eac0-4a81-4185-bb14-127aace9e260,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,5189261000,3928
e5e8e910-bb9d-410e-be62-585101d2445d,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,7184707000,780
eb6af95a-6365-4f51-8c4f-7a9e9cd893ea,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,3152653300,884
854d1aa5-8cc1-457b-9743-765474b34c03,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,5166323000,1328
ac763746-64ba-4b8f-bb35-f600824ddee7,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,8459862276,671
5b7ff8c9-83ff-4455-9b4e-59e27c8c21f0,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,3153933600,656
202321e1-f338-4996-9456-9b0d87a74cac,ROME MEMORIAL HOSPITAL  INC,1500 NORTH JAMES STREET,ROME,NY,13440,3153387000,1502
12f4ace3-368e-4fe3-a85e-bca4e63483b9,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,3153495511,1784
b1647847-1fe5-438e-8aa0-23df5c73aa0b,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,5185873222,1117
720c891c-6b85-4d9e-af2b-7c500e8deee3,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,3157641711,461
768fe111-aa93-4dc5-8497-8e9fbba70991,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,7163661111,1400
07f27ac0-cb32-4247-aa57-187daec80715,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,9142857017,1403
dcce2c6e-8634-47c3-8ad9-c5a581bef6cc,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,3152557011,1547
912a2e81-9dca-4559-a0a9-4753f3114c02,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,5853356001,587
116fd74b-7812-46c4-a6e2-02afd2192a2a,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,7164870141,1147
f93fe65e-12c0-435f-83f5-8aad31731020,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,5185627767,1465
9d891662-15bf-4b00-b28a-034d916e38fd,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,5167052525,4087
8a776898-f81a-4767-b940-30b7d270d566,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,9143663000,21
389e9074-c8d0-4b45-ac56-acdebba7d221,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,8455614400,3350
8bb463ec-10e5-4f83-adc2-93d3df00c680,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,3154629561,490
2284cd3a-1c5a-4e48-95a8-d295067c5f07,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,9147343611,1068
6a0b2c73-bd29-43d7-8917-f60de0264009,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,5182543300,907
99448db0-9d44-4e70-9d69-c1c9131cd659,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,9142795711,3116
5df4fc49-826e-45fd-bd76-82fb5a031e4a,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,5187258621,2174
b34ed7a6-3dff-4731-adee-cc38aeb3e98e,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,6079377200,1059
3ce8241d-1298-4494-add3-e20c039f016b,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,6313763000,2871
ebfdc95f-3dda-41cc-bf77-31d7cfa3e321,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,9146810600,3883
01ccb9db-c235-4d55-ace1-f7d512f078a2,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,6072744401,3982
d06ea568-536d-4b75-91f7-25a68a7e6b97,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,5167193000,709
6513c9f5-ce2d-48f5-985b-89905af8c5d5,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,5165796000,548
02eb1fed-e16a-4451-88a1-8e2f3f56af56,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,6317268300,53
7ad641db-33c1-4148-8583-e8cc4bbd43f3,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,8457943300,1342
7e87fa6a-3a37-49ef-bd5f-d21d25178ee0,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,6314444000,395
f81af9e1-43fb-4fb3-8bbb-a4c4c23b9e30,UNITED HEALTH SERVICES HOSPITALS  INC,10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,6077636000,2146
b25aa936-5ed9-490b-b223-d0016a116262,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,7188697000,5609
e6e0ffdc-4bde-4815-9d79-37328a79832d,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,8457864000,2380
0f6b51d1-6a4f-4784-b5a3-22d86b224bc4,TRI-TOWN REGIONAL HEALTHCARE,43 WEST PEARL STREET,SIDNEY,NY,13838,6075637080,614
724ec30c-bfc7-461c-9ca4-6f5999ad811c,CUBA MEMORIAL HOSPITAL  INC,140 WEST MAIN STREET,CUBA,NY,14727,5859612000,762
60bfc0de-4a35-4106-b368-a99461771555,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,5188736377,162
0897886e-7bc5-4ee0-94f1-eddf5aacb21b,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,8458875530,178
7d0a84dc-c905-4112-8f6e-93d7db819df1,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,6077460300,344
32b87c68-84a8-4665-82a4-d641ae5cfaae,MOSES-LUDINGTON HOSPITAL,1019 WICKER STREET,TICONDEROGA,NY,12883,5185853700,840
61fb7113-6a5a-4580-9af7-bb811d52fcba,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,3158483351,900
f24d39fa-9428-4835-b0e9-69af946c9f85,RIVER HOSPITAL  INC,4 FULLER STREET,ALEXANDRIA BAY,NY,13607,3154822511,229
c6bd227a-119d-424a-917b-1f9c68818554,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,8456476400,3176
01ff1adf-ab4b-41bb-a7a9-e61d236f099a,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,3158235261,2320
1ffc0733-3bf9-4bf3-900c-b6e0c521ab11,DELAWARE VALLEY HOSPITAL  INC,1 TITUS PLACE,WALTON,NY,13856,6078652188,3225
4afdfe15-791d-4ee3-9679-c72eb9685281,SCHUYLER HOSPITAL  INC,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,6075307121,32
04088926-3c71-47ae-8aec-647501071a6d,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,3157874175,810
37360279-019e-41da-b97f-5648a09b481c,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,3152871000,153
e51baa76-8ba6-4dc0-a9bc-928c0502c97f,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,3153765200,1034
9a700d57-e940-4fc4-a6df-bc207d63da15,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,5857988111,712
cc5dbbac-3419-4c62-8239-d8bc65bd7a60,VA Western New York Healthcare System at Batavia,222 Richmond Avenue,Batavia,NY,14020,585-297-1000,1
0ebff1f8-4831-478e-b7d4-04b5b5159e65,Kingston VA Outpatient Clinic,324 Plaza Road,Kingston,NY,12401,845-331-8322,59
0fdcac7d-6cb2-463a-a759-b48d49eba11a,Lackawanna VA Outpatient Clinic,1234 Abbott Road,Lackawanna,NY,14218,716-821-7815,1
ea73abd3-8156-48bc-830a-27a29d1ede86,Babylon Vet Center,100 West Main Street,Babylon,NY,11702,631-661-3930 Or 631-661-3930,1
b76b2fb1-e08b-41c5-b252-091f8a558a9f,ISLAND URGENT MEDICAL CARE,1228 EAST MAIN STREET,RIVERHEAD,NY,11901,631-727-8032,383
3c08dac0-c7b5-4a46-9c5f-824b4dba7b16,Z MEDICAL CARE,128 GLEN STREET,GLEN COVE,NY,11542,516-802-5562,6
da857106-57fc-47f5-85b3-d2a8a7d8d587,FIRST MED URGENT CARE,292 HERRICKS ROAD,MINEOLA,NY,11501,516-294-8910,2
c96a7ceb-fcab-4c96-b159-80b325808d18,THE MED STATION,104 FOREST AVENUE,GLEN COVE,NY,11542,516-759-5406,2
f89cb028-6f89-4861-9cb3-7ae63fb8ea44,BISHOP ORRIS MEDICAL CENTER URGENT CARE,1536 BEDFORD AVENUE,BROOKLYN,NY,11216,718-613-7375,259
c9c7c9bf-0bcc-4bf7-a099-cf68656c8722,PRIME CARE MEDICAL,504 MONTAUK HIGHWAY,CENTER MORICHES,NY,11934,631-878-2222,3
7e16ef2e-3128-496d-90ef-cf448c4b735f,LONG ISLAND MEDICAL CARE SERVICES,986 SUNRISE HIGHWAY,WEST BABYLON,NY,11704,631-587-6060,3
fc77bd6b-aba4-4c74-9af2-0874ad9b5952,CENTEREACH URGENT CARE,18 EASTWOOD BOULEVARD,CENTEREACH,NY,11720,631-467-3600,3
c2000f72-eac7-4f7c-9896-939af6a88922,MEDICENTER,365 WEST JERICHO TURNPIKE,HUNTINGTON,NY,11743,631-423-5400,8
04d63885-755b-4e20-9589-127b0a7a3dfb,WESTERN NEW YORK IMMEDIATE CARE - NIAGARA FALLS,2099 NIAGARA FALLS BOULEVARD,AMHERST,NY,14228,716-564-2273,54
d29ef78b-1eb4-4243-8edd-856d588a479a,EASTSIDE MEDICAL URGENT CARE,2226 PENFIELD ROAD,PENFIELD,NY,14526,585-388-5280,29
6d12f20a-5cc2-4d53-be7d-7617a320b625,IMMEDIATE MEDICAL CARE ASSOCIATES,5700 WEST GENESEE STREET,CAMILLUS,NY,13031,315-488-6393,16
aa68e53b-2b12-4834-9880-5e0bb91ce486,MEDICUS,1418 UNION AVENUE,NEWBURGH,NY,12550,845-564-1418,6
3293c1f7-aa8a-47d5-8a4f-054643806b5a,TUG HILL URGENT CARE,7518 SOUTH STATE STREET,LOWVILLE,NY,13367,315-376-2273,5
cf594616-c78d-4c4d-b368-30e93e31aeb5,URGENT CARE OF WESTCHESTER,155 WHITE PLAINS ROAD,TARRYTOWN,NY,10591,914-372-7171,333
86fcafd4-6101-414a-8882-5e52e0a37581,IMMEDIATE MEDICAL CARE OF CENTRAL NEW YORK,8240 CAZENOVIA ROAD,MANLIUS,NY,13104,315-682-0909,6
de7bae6e-1944-4cc9-b9ef-d506d6bc70e9,REDDY CARE WALK-IN CLINIC,6161 TRANSIT ROAD,EAST AMHERST,NY,14051,716-688-6161,14
c8bee7fa-c920-48c8-9eff-88e8af7a6eaa,FIRST CARE,363 DELAWARE AVENUE,DELMAR,NY,12054,518-439-9911,17
32db091e-716b-4573-8f74-c00579949e32,PRIME CARE URGENT CARE,400 PATROON CREEK BOULEVARD,ALBANY,NY,12206,518-445-4444,21
6cd9c8f2-68b2-41e4-a5e6-05feb6b58b91,AFTER HOURS MEDICAL CARE,120 GARDENVILLE PARKWAY WEST,BUFFALO,NY,14224,716-656-4355,906
accb2f7a-58d0-40ba-8397-3bb78d745f12,NORTH MEDICAL URGENT CARE,5100 WEST TAFT ROAD,LIVERPOOL,NY,13088,315-452-2333,50
a53e77ec-f75c-42d0-a5d4-25f905693c64,CROUSE PROMPT CARE,739 IRVING AVENUE,SYRACUSE,NY,13210,315-470-2951,630
51cda79a-7bf9-49b2-8ed2-0190841f3aef,NEWTON MEDICAL ASSOCIATES III,2727 HAMBURG STREET,SCHENECTADY,NY,12303,518-356-7818,71
b4ccda23-7acc-40ce-bbfe-dc7e967d6b84,LOURDES WALK-IN SERVICE,276 ROBINSON STREET,BINGHAMTON,NY,13904,607-771-7234,2
78aacbf0-a64c-4646-8d6b-6b5688221de0,EMURGENTCARE PROFESSIONAL LIMITED LIABILITY COMPANY,11835 UNITED STATES HIGHWAY 9 WEST,WEST COXSACKIE,NY,12192,518-731-9000,16
77f7bedf-e6fe-4be3-aba3-b3e7c286d0ad,MOUNTAIN MEDICAL SERVICES URGENT CARE - LAKE PLACID,1927 SARANAC AVENUE,LAKE PLACID,NY,12946,518-523-7575,5
acaa4897-61a2-4c1e-9c55-22f23a352371,OMNI MEDICAL CARE,1400 STATE ROUTE 300,NEWBURGH,NY,12550,845-566-6664,3
2b6c8b6b-646d-4211-9c8c-0b0086940f8b,CRYSTAL RUN HEALTHCARE,61 EMERALD PLACE,ROCK HILL,NY,12775,845-794-6999,5
05fa7438-69da-4dfe-811d-814d04f3527b,SYRACUSE COMMUNITY HEALTH CENTER - CENTRAL,819 SALINA STREET,SYRACUSE,NY,13202,315-476-7921,3
d96ef84c-84fd-4e6e-a539-d6c0929ceed0,UNITED MEDICAL ASSOCIATES PRIMARY CARE,1302 EAST MAIN STREET,ENDICOTT,NY,13760,607-754-7171,3
b9b8b109-1e61-47cd-b452-124008dfeca8,CORTLAND CONVENIENT CARE CENTER,1129 COMMONS AVENUE,CORTLAND,NY,13045,607-758-7200,9
fcb46825-107e-4c77-a188-4937f96a3cee,LOURDES PRIMARY CARE ASSOCIATES,415 EAST MAIN STREET,ENDICOTT,NY,13760,607-786-1801,15
b05d0706-ca1c-4415-b238-6c41439868c9,EXPRESS PEDIATRICS WALK IN URGENT CARE,1989 STATE ROUTE 52,HOPEWELL JUNCTION,NY,12533,845-897-4500,36
3c56035d-94c9-441a-b166-e5f89771fb93,WESTERN NEW YORK IMMEDIATE CARE - WILLIAMSVILLE,7616 TRANSIT ROAD,WILLIAMSVILLE,NY,14221,716-204-2273,12
c50cb261-1e22-4727-96e5-e095d990d2cb,MEDICUS IMMEDIATE AND HEALTH CARE SERVICES,1530 UNITED STATES HIGHWAY 9,WAPPINGERS FALLS,NY,12590,845-297-2511,6
10726c3b-2619-40e4-b021-0467e535e309,COMMUNITY CARE PHYSICIANS,711 TROY SCHENECTADY ROAD,LATHAM,NY,12110,518-782-3700,1
c13e03d8-91ec-49be-af47-f4de0b39519d,SALEM FAMILY HEALTH CENTER,213 MAIN STREET,SALEM,NY,12865,518-854-3821,3
fbf57bb1-a122-4acf-80f1-5266994055c4,MEDICUS,1110 STATE HIGHWAY 55,LAGRANGEVILLE,NY,12540,845-485-4455,2
018586d8-d3b6-4d86-8e53-48a4086e3baf,URGENT CARE OF SOUTHERN SARATOGA,1770 UNITED STATES HIGHWAY 9,CLIFTON PARK,NY,12065,518-688-1380,7
c887d95d-9919-4f15-81f4-14ee07889455,INDEPENDENT PHYSICIANS URGENT CARE,1904 GENESEE STREET,UTICA,NY,13502,315-793-8856,3
de846729-b4ef-42b7-b052-14209abee32c,FOXNOW WALK-IN HEALTHCARE,739 STATE ROUTE 28,ONEONTA,NY,13820,607-431-5052,5
e0845d98-f21b-4b66-9faa-28c12738d456,WESTERN NEW YORK IMMEDIATE CARE - ORCHARD PARK,3050 ORCHARD PARK ROAD,BUFFALO,NY,14224,716-675-3700,40
b6232a31-850d-4e82-b5d9-18574ed7557e,EMERGENCY ONE URGENT CARE,4250 ALBANY POST ROAD,HYDE PARK,NY,12538,845-229-2602,6
028de3cc-8079-4634-86a1-219e190eb53b,UNITED MEDICAL ASSOCIATES PRIMARY CARE,91 CHENANGO BRIDGE ROAD,BINGHAMTON,NY,13901,607-648-6667,18
0fb71b35-c26e-4aad-a8c4-7e6e21dc75bd,MALTA MEDICAL CARE,2554 UNITED STATES HIGHWAY 9,BALLSTON SPA,NY,12020,518-899-5002,1
ff11d360-99d7-420b-9a7b-19069b1073a7,HEALTHWORKS / THOMPSON HEALTH SAME DAY CARE CENTER,1160 CORPORATE DRIVE,FARMINGTON,NY,14425,585-924-1510,18
4cb47074-ebb2-4c2f-8967-c20298a2f13c,CONCENTRA URGENT CARE - ROCHESTER,687 LEE ROAD,ROCHESTER,NY,14606,585-458-7910,80
32578f4f-bd66-43da-9c74-294fed9e5644,AFTERHOURS MEDICAL CARE,1850 BRIGHTON HENRIETTA TOWN LINE ROAD,ROCHESTER,NY,14623,585-338-1200,113
fdedfce6-22b9-489d-bebd-1599dd78fe31,NORTHEAST MEDICAL URGENT CARE,4103 MEDICAL CENTER DRIVE,FAYETTEVILLE,NY,13066,315-637-7800,11
6d177ec1-2767-45e8-8e96-fc98023a872d,LIFETIME HEALTH MEDICAL GROUP DOING BUSINESS AS AFTERHOURS URGENT CARE,800 CARTER STREET,ROCHESTER,NY,14621,585-338-1400,18
